Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
m5ad.4xlarge,m5ad,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,64,600,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.96 USD por hora,1.696 USD por hora,1.085 USD por hora,1.09 USD por hora
m5ad.8xlarge,m5ad,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,1200,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,1.92 USD por hora,3.392 USD por hora,2.045 USD por hora,2.05 USD por hora
m5ad.12xlarge,m5ad,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,192,1800,verdadero,ssd,2,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,2.88 USD por hora,5.088 USD por hora,3.005 USD por hora,3.01 USD por hora
m5ad.16xlarge,m5ad,16xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,2400,verdadero,ssd,4,supported,default,12 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,3.84 USD por hora,6.784 USD por hora,3.965 USD por hora,3.97 USD por hora
m5ad.24xlarge,m5ad,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.2,384,3600,verdadero,ssd,4,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,5.76 USD por hora,10.176 USD por hora,5.885 USD por hora,5.89 USD por hora
m5d.large,m5d,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,8,75,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.131 USD por hora,0.223 USD por hora,0.187 USD por hora,0.191 USD por hora
m5d.xlarge,m5d,xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",3.1,16,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.262 USD por hora,0.446 USD por hora,0.318 USD por hora,0.322 USD por hora
m5d.2xlarge,m5d,2xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.524 USD por hora,0.892 USD por hora,0.624 USD por hora,0.654 USD por hora
m5d.4xlarge,m5d,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,600,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,1.048 USD por hora,1.784 USD por hora,1.148 USD por hora,1.178 USD por hora
m5d.8xlarge,m5d,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,1200,verdadero,ssd,2,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,2.096 USD por hora,3.568 USD por hora,2.196 USD por hora,2.226 USD por hora
m5d.12xlarge,m5d,12xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,1800,verdadero,ssd,2,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,3.144 USD por hora,5.352 USD por hora,3.244 USD por hora,3.274 USD por hora
m5d.16xlarge,m5d,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,2400,verdadero,ssd,4,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,4.192 USD por hora,7.136 USD por hora,4.292 USD por hora,4.322 USD por hora
m5d.24xlarge,m5d,24xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,3600,verdadero,ssd,4,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,6.288 USD por hora,10.704 USD por hora,6.388 USD por hora,6.418 USD por hora
m5d.metal,m5d,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,384,3600,verdadero,ssd,4,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,6.288 USD por hora,10.704 USD por hora,6.388 USD por hora,6.418 USD por hora
m6a.large,m6a,large,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0999 USD por hora,0.1919 USD por hora,0.1562 USD por hora,0.1599 USD por hora
m6a.xlarge,m6a,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1998 USD por hora,0.3838 USD por hora,0.2561 USD por hora,0.2598 USD por hora
m6a.2xlarge,m6a,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.3996 USD por hora,0.7676 USD por hora,0.5246 USD por hora,0.5296 USD por hora
m6a.4xlarge,m6a,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.6,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.7992 USD por hora,1.5352 USD por hora,0.9242 USD por hora,0.9292 USD por hora
m6a.8xlarge,m6a,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",3.6,128,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.5984 USD por hora,3.0704 USD por hora,1.7234 USD por hora,1.7284 USD por hora
m6a.12xlarge,m6a,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,16,24",2,"1,2",3.6,192,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.3976 USD por hora,4.6056 USD por hora,2.5226 USD por hora,2.5276 USD por hora
m6a.16xlarge,m6a,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"4,6,8,10,12,14,16,32",2,"1,2",3.6,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.1968 USD por hora,6.1408 USD por hora,3.3218 USD por hora,3.3268 USD por hora
m6a.24xlarge,m6a,24xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,32,48",2,"1,2",3.6,384,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.7952 USD por hora,9.2112 USD por hora,4.9202 USD por hora,4.9252 USD por hora
m6a.32xlarge,m6a,32xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,512,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,6.3936 USD por hora,12.2816 USD por hora,6.5186 USD por hora,6.5236 USD por hora
m6a.48xlarge,m6a,48xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,768,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,9.5904 USD por hora,18.4224 USD por hora,9.7154 USD por hora,9.7204 USD por hora
m6a.metal,m6a,metal,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,verdadero,,192,x86_64,96,-,2,-,3.6,768,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,9.5904 USD por hora,18.4224 USD por hora,9.7154 USD por hora,9.7204 USD por hora
m6g.medium,m6g,medium,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.5,4,-,-,-,-,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0444 USD por hora,,0.0754 USD por hora,0.1044 USD por hora
m6g.large,m6g,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0888 USD por hora,,0.1451 USD por hora,0.1488 USD por hora
m6g.xlarge,m6g,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1776 USD por hora,,0.2339 USD por hora,0.2376 USD por hora
m6g.2xlarge,m6g,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.3552 USD por hora,,0.4802 USD por hora,0.4852 USD por hora
m6g.4xlarge,m6g,4xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.7104 USD por hora,,0.8354 USD por hora,0.8404 USD por hora
m6g.8xlarge,m6g,8xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.4208 USD por hora,,1.5458 USD por hora,1.5508 USD por hora
m6g.12xlarge,m6g,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.1312 USD por hora,,2.2562 USD por hora,2.2612 USD por hora
m6g.16xlarge,m6g,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.8416 USD por hora,,2.9666 USD por hora,2.9716 USD por hora
m6g.metal,m6g,metal,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,verdadero,,64,arm64,64,-,1,-,2.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.8416 USD por hora,,2.9666 USD por hora,2.9716 USD por hora
m6gd.medium,m6gd,medium,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.5,4,59,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.0524 USD por hora,,0.0834 USD por hora,0.1124 USD por hora
m6gd.large,m6gd,large,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,8,118,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.1048 USD por hora,,0.1611 USD por hora,0.1648 USD por hora
m6gd.xlarge,m6gd,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,237,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.2096 USD por hora,,0.2659 USD por hora,0.2696 USD por hora
m6gd.2xlarge,m6gd,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,474,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.4192 USD por hora,,0.5442 USD por hora,0.5492 USD por hora
m6gd.4xlarge,m6gd,4xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,950,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.8384 USD por hora,,0.9634 USD por hora,0.9684 USD por hora
m6gd.8xlarge,m6gd,8xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,1900,verdadero,ssd,1,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,1.6768 USD por hora,,1.8018 USD por hora,1.8068 USD por hora
m6gd.12xlarge,m6gd,12xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,2850,verdadero,ssd,2,supported,default,20 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,2.5152 USD por hora,,2.6402 USD por hora,2.6452 USD por hora
m6gd.16xlarge,m6gd,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,3800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,3.3536 USD por hora,,3.4786 USD por hora,3.4836 USD por hora
m6gd.metal,m6gd,metal,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,verdadero,,64,arm64,64,-,1,-,2.5,256,3800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,3.3536 USD por hora,,3.4786 USD por hora,3.4836 USD por hora
m6i.large,m6i,large,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.5,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.111 USD por hora,0.203 USD por hora,0.1673 USD por hora,0.171 USD por hora
m6i.xlarge,m6i,xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.222 USD por hora,0.406 USD por hora,0.2783 USD por hora,0.282 USD por hora
m6i.2xlarge,m6i,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.444 USD por hora,0.812 USD por hora,0.569 USD por hora,0.574 USD por hora
m6i.4xlarge,m6i,4xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.888 USD por hora,1.624 USD por hora,1.013 USD por hora,1.018 USD por hora
m6i.8xlarge,m6i,8xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,true,1.776 USD por hora,3.248 USD por hora,1.901 USD por hora,1.906 USD por hora
m6i.12xlarge,m6i,12xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,192,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.664 USD por hora,4.872 USD por hora,2.789 USD por hora,2.794 USD por hora
m6i.16xlarge,m6i,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.552 USD por hora,6.496 USD por hora,3.677 USD por hora,3.682 USD por hora
m6i.24xlarge,m6i,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,5.328 USD por hora,9.744 USD por hora,5.453 USD por hora,5.458 USD por hora
m6i.32xlarge,m6i,32xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,7.104 USD por hora,12.992 USD por hora,7.229 USD por hora,7.234 USD por hora
m6i.metal,m6i,metal,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,512,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,7.104 USD por hora,12.992 USD por hora,7.229 USD por hora,7.234 USD por hora
m7g.medium,m7g,medium,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.6,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0472 USD por hora,,0.1035 USD por hora,0.1072 USD por hora
m7g.large,m7g,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0944 USD por hora,,0.1507 USD por hora,0.1544 USD por hora
m7g.xlarge,m7g,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1887 USD por hora,,0.245 USD por hora,0.2487 USD por hora
m7g.2xlarge,m7g,2xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,-,-,-,-,supported,default,Up to 15 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.3774 USD por hora,,0.5024 USD por hora,0.5074 USD por hora
m7g.4xlarge,m7g,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,64,-,-,-,-,supported,default,Up to 15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.7549 USD por hora,,0.8799 USD por hora,0.8849 USD por hora
m7g.8xlarge,m7g,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,128,-,-,-,-,supported,default,15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.5098 USD por hora,,1.6348 USD por hora,1.6398 USD por hora
m7g.12xlarge,m7g,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,192,-,-,-,-,supported,default,22.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.2646 USD por hora,,2.3896 USD por hora,2.3946 USD por hora
m7g.16xlarge,m7g,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,256,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.0195 USD por hora,,3.1445 USD por hora,3.1495 USD por hora
